# Spec No	Fractional day	Fractional time	Scans	Tint	UAV servo sent position byte	Date (DD/MM/YYYY)	Time (hh:mm:ss)	Inside temperature	Outside temperature	Total Experiment Time (sec)	Total Acquisition Time (sec)	NO2.RMS	NO2.SlCol(NO2)	NO2.SlErr(NO2)	NO2.SlCol(H2O)	NO2.SlErr(H2O)	NO2.SlCol(O3)	NO2.SlErr(O3)	NO2.SlCol(O4)	NO2.SlErr(O4)	NO2.SlCol(pola)	NO2.SlErr(pola)	NO2.SlCol(ring)	NO2.SlErr(ring)	Fluxes 500
396	77.556665	13.35996375	1	0.03	46	18/03/2019	13:21:35	0	0	33	30	0.0016963	4824400000000000	1092900000000000	2.7225E+022	4.8429E+021	1.1531E+019	9.9322E+017	1.1357E+043	5.614E+041	0.0028449	0.0021112	-0.020527	0.0014458	473.5429
397	77.557042	13.3690059722222	1	0.03	52	18/03/2019	13:22:08	0	0	32	30	0.002235	6790500000000000	1440000000000000	3.9646E+022	6.3809E+021	1.286E+019	1.3086E+018	1.4554E+043	7.3969E+041	0.0034175	0.0027816	-0.023259	0.0019049	528.9051
398	77.557419	13.3780481944444	1	0.03	58	18/03/2019	13:22:40	0	0	33	30	0.002423	9.7442E+015	1.5611E+015	6.6096E+022	6.9178E+021	1.3571E+019	1.4187E+018	2.016E+043	8.0193E+041	-0.00085951	0.0030157	-0.023777	0.0020652	609.837
399	77.557795	13.3870904166667	1	0.03	64	18/03/2019	13:23:13	0	0	32	30	0.002496	1.73E+016	1608200000000000	9.8654E+022	7.1263E+021	1.4105E+019	1.4615E+018	2.7148E+043	8.2609E+041	-0.0019788	0.0031066	-0.024366	0.0021274	708.717
400	77.558172	13.3961326388889	1	0.03	70	18/03/2019	13:23:46	0	0	33	30	0.0021569	2.242E+016	1389700000000000	1.8318E+023	6.1581E+021	1.4528E+019	1.2629E+018	4.0003E+043	7.1386E+041	-0.0095484	0.0026845	-0.020729	0.0018384	775.4468
401	77.558549	13.4051748611111	1	0.03	76	18/03/2019	13:24:18	0	0	32	30	0.0040604	1.1343E+016	2616100000000000	8.0314E+022	1.1592E+022	1.1318E+019	2.3774E+018	2.1429E+043	1.3438E+042	-0.048669	0.0050535	-0.027707	0.0034607	134.0095
402	77.558926	13.4142170833333	1	0.03	82	18/03/2019	13:24:51	0	0	33	30	0.0093073	1.0886E+016	5996600000000000	4.1464E+022	2.6573E+022	1.5528E+019	5.4497E+018	3.5251E+043	3.0804E+042	-0.059188	0.011584	-0.11828	0.0079327	57.40358
403	77.559302	13.4232593055556	1	0.03	28	18/03/2019	13:25:23	0	0	33	30	0.001363	1316400000000000	878150000000000	1.6385E+022	3.8913E+021	7.3719E+018	7.9806E+017	1.06E+043	4.5109E+041	0.014041	0.0016964	-0.0122	0.0011617	275.9068
404	77.559679	13.4323013888889	1	0.03	34	18/03/2019	13:25:56	0	0	32	30	0.00064833	3165900000000000	417710000000000	2.068E+022	1.851E+021	7.8776E+018	3.7961E+017	9.3623E+042	2.1457E+041	0.010488	0.00080691	-0.015334	0.00055258	339.4551
405	77.560056	13.44134375	1	0.03	40	18/03/2019	13:26:28	0	0	33	30	0.0011598	4658400000000000	747250000000000	2.1027E+022	3.3113E+021	1.0739E+019	6.7909E+017	9.7335E+042	3.8385E+041	0.0074853	0.0014435	-0.017938	0.00098851	389.0501
406	77.560433	13.4503859722222	1	0.03	46	18/03/2019	13:27:01	0	0	32	30	0.0017919	5983400000000000	1154500000000000	2.9533E+022	5.116E+021	1.1761E+019	1.0492E+018	1.205E+043	5.9306E+041	0.0083247	0.0022302	-0.020437	0.0015273	445.9339
407	77.56081	13.4594281944444	1	0.03	52	18/03/2019	13:27:33	0	0	33	30	0.0022564	7835900000000001	1453800000000000	3.9573E+022	6.4422E+021	1.3895E+019	1.3212E+018	1.5307E+043	7.4679E+041	0.0044884	0.0028083	-0.022782	0.0019232	529.5704
408	77.561186	13.4684702777778	1	0.03	58	18/03/2019	13:28:06	0	0	32	30	0.0025821	1.0338E+016	1.6636E+015	6.1137E+022	7.3721E+021	1.4353E+019	1.5119E+018	2.0487E+043	8.5459E+041	0.0026112	0.0032137	-0.025892	0.0022008	611.9518
409	77.561563	13.4775125	1	0.03	64	18/03/2019	13:28:39	0	0	33	30	0.0025942	1.5953E+016	1671400000000000	9.8545E+022	7.4065E+021	1.4854E+019	1.519E+018	2.7691E+043	8.5858E+041	-0.0011834	0.0032288	-0.026092	0.0022111	672.9747
410	77.56194	13.4865548611111	1	0.03	70	18/03/2019	13:29:11	0	0	32	30	0.0022837	4.3261E+016	1471400000000000	1.7018E+023	6.52E+021	1.4514E+019	1.3372E+018	3.7517E+043	7.5582E+041	-0.010259	0.0028423	-0.019942	0.0019464	787.8799
411	77.562317	13.4955970833333	1	0.03	76	18/03/2019	13:29:44	0	0	33	30	0.0041165	1.4036E+016	2652200000000000	7.6778E+022	1.1753E+022	1.2617E+019	2.4103E+018	2.0467E+043	1.3624E+042	-0.057511	0.0051234	-0.028927	0.0035085	128.3946
412	77.562693	13.5046393055556	1	0.03	82	18/03/2019	13:30:16	0	0	32	30	0.0089626	1.1362E+016	5774500000000000	3.3725E+022	2.5588E+022	1.8741E+019	5.2478E+018	3.3515E+043	2.9663E+042	-0.06227	0.011155	-0.11474	0.0076389	60.07263
413	77.56307	13.5136815277778	1	0.03	28	18/03/2019	13:30:49	0	0	33	30	0.0013954	-641710000000000	899030000000000	1.4026E+022	3.9838E+021	6.7779E+018	8.1703E+017	9.8259E+042	4.6182E+041	0.019863	0.0017367	-0.012329	0.0011893	265.9095
414	77.563447	13.5227236111111	1	0.03	34	18/03/2019	13:31:21	0	0	33	30	0.00069273	1298200000000000	446320000000000	2.1298E+022	1.9778E+021	9.0653E+018	4.0561E+017	1.0147E+043	2.2927E+041	0.007958	0.00086217	-0.014641	0.00059042	311.7759
415	77.563824	13.5317659722222	1	0.03	40	18/03/2019	13:31:54	0	0	32	30	0.0011316	3912400000000000	729080000000000	2.4825E+022	3.2308E+021	1.1547E+019	6.6258E+017	1.14E+043	3.7452E+041	0.0085979	0.0014084	-0.018432	0.00096448	375.5008
416	77.5642	13.5408081944444	1	0.03	46	18/03/2019	13:32:26	0	0	33	30	0.0017338	5332100000000000	1117100000000000	2.4602E+022	4.9502E+021	1.2895E+019	1.0152E+018	1.3444E+043	5.7383E+041	0.0082588	0.0021579	-0.022472	0.0014778	422.2758
417	77.564577	13.5498504166667	1	0.03	52	18/03/2019	13:32:59	0	0	32	30	0.0023197	7547400000000000	1.4946E+015	4.4805E+022	6.6228E+021	1.3793E+019	1.3582E+018	1.5887E+043	7.6773E+041	0.0029552	0.0028871	-0.023782	0.0019771	526.3912
418	77.564954	13.5588926388889	1	0.03	58	18/03/2019	13:33:32	0	0	33	30	0.002615	1.0479E+016	1684800000000000	6.9113E+022	7.466E+021	1.4535E+019	1.5312E+018	2.1244E+043	8.6548E+041	0.00021972	0.0032547	-0.025076	0.0022288	591.2278
419	77.565331	13.5679348611111	1	0.03	64	18/03/2019	13:34:04	0	0	32	30	0.0027021	1.8761E+016	1740900000000000	1.0348E+023	7.7146E+021	1.5148E+019	1.5822E+018	2.8011E+043	8.9429E+041	-0.0030744	0.003363	-0.026086	0.002303	690.2546
420	77.565707	13.5769770833333	1	0.03	70	18/03/2019	13:34:37	0	0	33	30	0.0024366	3.22E+016	1569900000000000	1.8105E+023	6.9567E+021	1.5028E+019	1.4267E+018	4.032E+043	8.0643E+041	-0.010881	0.0030326	-0.022887	0.0020768	755.5387
421	77.566084	13.5860193055556	1	0.03	76	18/03/2019	13:35:09	0	0	32	30	0.0041307	1.4503E+016	2661300000000000	8.1562E+022	1.1793E+022	1.2892E+019	2.4186E+018	2.1549E+043	1.3671E+042	-0.058331	0.005141	-0.029802	0.0035206	127.9931
422	77.566461	13.5950615277778	1	0.03	82	18/03/2019	13:35:42	0	0	33	30	0.0088112	9.8536E+015	5677000000000000	4.1015E+022	2.5156E+022	1.9018E+019	5.1592E+018	3.5006E+043	2.9162E+042	-0.069429	0.010966	-0.1108	0.0075099	57.10282
423	77.566838	13.60410375	1	0.03	28	18/03/2019	13:36:14	0	0	33	30	0.0014946	924210000000000	962940000000000	2.1714E+022	4.2671E+021	6.8625E+018	8.7512E+017	1.0759E+043	4.9465E+041	0.018266	0.0018602	-0.011742	0.0012738	256.6476
424	77.567214	13.6131459722222	1	0.03	34	18/03/2019	13:36:47	0	0	32	30	0.00068094	2291800000000000	438720000000000	2.1841E+022	1.9441E+021	9.8912E+018	3.9871E+017	1.0735E+043	2.2536E+041	0.01046	0.0008475	-0.015999	0.00058037	313.4448
425	77.567591	13.6221881944444	1	0.03	40	18/03/2019	13:37:19	0	0	33	30	0.0010951	4.4102E+015	705540000000000	2.1013E+022	3.1264E+021	1.1719E+019	6.4119E+017	1.2375E+043	3.6242E+041	0.0082327	0.0013629	-0.01978	0.00093333	354.5482
426	77.567968	13.6312304166667	1	0.03	46	18/03/2019	13:37:52	0	0	32	30	0.0017717	5329300000000000	1141500000000000	2.9839E+022	5.0584E+021	1.2737E+019	1.0374E+018	1.3611E+043	5.8638E+041	0.0034779	0.0022051	-0.022543	0.0015101	428.7735
427	77.568345	13.6402726388889	1	0.03	52	18/03/2019	13:38:24	0	0	33	30	0.0024321	7762200000000000	1.567E+015	4.1104E+022	6.9436E+021	1.4105E+019	1.424E+018	1.6777E+043	8.0492E+041	0.0059137	0.003027	-0.025846	0.0020729	466.0596
428	77.568721	13.6493148611111	1	0.03	58	18/03/2019	13:38:57	0	0	32	30	0.0027635	1.1844E+016	1780500000000000	6.7404E+022	7.8898E+021	1.4828E+019	1.6181E+018	2.1655E+043	9.146E+041	9.7688E-05	0.0034394	-0.027304	0.0023553	581.7352
429	77.569098	13.6583570833333	1	0.03	64	18/03/2019	13:39:30	0	0	33	30	0.0028277	1.6206E+016	1821900000000000	1.0627E+023	8.0733E+021	1.5717E+019	1.6557E+018	2.9642E+043	9.3587E+041	-0.0042321	0.0035194	-0.028353	0.0024101	654.2909
430	77.569475	13.6673993055556	1	0.03	70	18/03/2019	13:40:02	0	0	32	30	0.0025712	3.3469E+016	1656600000000000	1.7945E+023	7.3408E+021	1.5613E+019	1.5055E+018	3.967E+043	8.5097E+041	-0.012865	0.0032001	-0.022888	0.0021915	753.0714
431	77.569852	13.6764415277778	1	0.03	76	18/03/2019	13:40:35	0	0	33	30	0.0042009	1.6333E+016	2706600000000000	8.0854E+022	1.1994E+022	1.2873E+019	2.4597E+018	2.2297E+043	1.3903E+042	-0.053878	0.0052284	-0.031943	0.0035805	120.9931
432	77.570228	13.68548375	1	0.03	82	18/03/2019	13:41:07	0	0	33	30	0.0087993	1.4108E+016	5669300000000000	3.5908E+022	2.5122E+022	1.8656E+019	5.1522E+018	3.3835E+043	2.9122E+042	-0.072517	0.010952	-0.1114	0.0074998	56.18309
433	77.570605	13.6945259722222	1	0.03	28	18/03/2019	13:41:40	0	0	32	30	0.0017152	1777700000000000	1105100000000000	2.0525E+022	4.8969E+021	8.3E+018	1.0043E+018	1.2253E+043	5.6766E+041	0.017531	0.0021347	-0.014168	0.0014619	243.436
434	77.570982	13.7035681944444	1	0.03	34	18/03/2019	13:42:12	0	0	33	30	0.00075386	4090800000000000	485710000000000	1.9644E+022	2.1523E+021	1.0112E+019	4.4141E+017	1.1679E+043	2.495E+041	0.012	0.00093825	-0.018213	0.00064252	281.8857
435	77.571359	13.7126102777778	1	0.03	40	18/03/2019	13:42:45	0	0	32	30	0.0011169	5509700000000000	719590000000000	2.5024E+022	3.1887E+021	1.2071E+019	6.5396E+017	1.2503E+043	3.6964E+041	0.0072852	0.0013901	-0.020825	0.00095193	342.8485
436	77.571736	13.7216526388889	1	0.03	46	18/03/2019	13:43:17	0	0	33	30	0.001888	6253900000000000	1216400000000000	2.9936E+022	5.3902E+021	1.359E+019	1.1055E+018	1.4441E+043	6.2484E+041	0.0074357	0.0023498	-0.025018	0.0016091	377.2863
437	77.572112	13.7306948611111	1	0.03	52	18/03/2019	13:43:50	0	0	32	30	0.0024365	8111700000000001	1.5698E+015	4.1464E+022	6.9561E+021	1.534E+019	1.4266E+018	1.7232E+043	8.0637E+041	0.0025635	0.0030324	-0.026495	0.0020766	492.8154
438	77.572489	13.7397369444444	1	0.03	58	18/03/2019	13:44:23	0	0	33	30	0.0029068	1.1731E+016	1872800000000000	6.6436E+022	8.2991E+021	1.5889E+019	1.702E+018	2.2593E+043	9.6205E+041	0.0026265	0.0036178	-0.029583	0.0024775	524.7521
439	77.572866	13.7487793055556	1	0.03	64	18/03/2019	13:44:55	0	0	32	30	0.0029352	2.1048E+016	1891100000000000	1.0226E+023	8.3802E+021	1.6019E+019	1.7187E+018	2.9904E+043	9.7145E+041	-0.0036608	0.0036532	-0.029082	0.0025017	656.9755
440	77.573243	13.7578215277778	1	0.03	70	18/03/2019	13:45:28	0	0	33	30	0.0027102	4.0452E+016	1746100000000000	1.781E+023	7.7376E+021	1.6368E+019	1.5869E+018	4.0176E+043	8.9696E+041	-0.012768	0.0033731	-0.02395	0.0023099	710.6817
441	77.573619	13.76686375	1	0.03	76	18/03/2019	13:46:00	0	0	32	30	0.004426	2.2601E+016	2851700000000000	8.3646E+022	1.2636E+022	1.3788E+019	2.5916E+018	2.3365E+043	1.4648E+042	-0.052547	0.0055086	-0.03728	0.0037724	116.6472
442	77.573996	13.7759059722222	1	0.03	82	18/03/2019	13:46:33	0	0	33	30	0.0088455	1.4992E+016	5699000000000000	4.3402E+022	2.5254E+022	1.4177E+019	5.1792E+018	3.638E+043	2.9275E+042	-0.074793	0.011009	-0.11617	0.0075391	54.41839
443	77.574373	13.7849481944444	1	0.03	28	18/03/2019	13:47:05	0	0	33	30	0.0018754	1181100000000000	1208300000000000	2.2507E+022	5.3543E+021	8.1488E+018	1.0981E+018	1.2645E+043	6.2068E+041	0.016181	0.0023341	-0.014447	0.0015984	225.6452
444	77.57475	13.7939904166667	1	0.03	34	18/03/2019	13:47:38	0	0	32	30	0.00078901	2602900000000000	508350000000000	2.1268E+022	2.2526E+021	1.0849E+019	4.6199E+017	1.2737E+043	2.6113E+041	0.011456	0.000982	-0.018121	0.00067248	277.4169
445	77.575126	13.8030326388889	1	0.03	40	18/03/2019	13:48:10	0	0	33	30	0.0011191	4002700000000000	721020000000000	2.4584E+022	3.195E+021	1.291E+019	6.5526E+017	1.3493E+043	3.7038E+041	0.009848	0.0013928	-0.02235	0.00095381	311.9188
446	77.575503	13.8120748611111	1	0.03	46	18/03/2019	13:48:43	0	0	32	30	0.0018671	5595800000000000	1203000000000000	2.9716E+022	5.3307E+021	1.3615E+019	1.0933E+018	1.5089E+043	6.1795E+041	0.0081105	0.0023238	-0.025468	0.0015914	386.8586
447	77.57588	13.8211170833333	1	0.03	52	18/03/2019	13:49:16	0	0	33	30	0.0025687	8652500000000000	1655000000000000	4.5088E+022	7.3337E+021	1.5574E+019	1.504E+018	1.8563E+043	8.5014E+041	0.0054367	0.003197	-0.028592	0.0021893	423.8708
448	77.576257	13.8301591666667	1	0.03	58	18/03/2019	13:49:48	0	0	32	30	0.0029794	1.1928E+016	1919600000000000	6.7575E+022	8.5063E+021	1.6403E+019	1.7445E+018	2.3472E+043	9.8607E+041	0.0049961	0.0037082	-0.031358	0.0025394	521.5364
449	77.576633	13.8392015277778	1	0.03	64	18/03/2019	13:50:21	0	0	33	30	0.0030261	1.7799E+016	1949700000000000	1.074E+023	8.6395E+021	1.6851E+019	1.7719E+018	3.1444E+043	1.0015E+042	-0.0036965	0.0037663	-0.030622	0.0025792	629.1079
450	77.57701	13.84824375	1	0.03	70	18/03/2019	13:50:53	0	0	32	30	0.0028539	3.7402E+016	1838700000000000	1.904E+023	8.148E+021	1.7191E+019	1.671E+018	4.3185E+043	9.4453E+041	-0.014246	0.003552	-0.026865	0.0024324	715.0412
451	77.577387	13.8572859722222	1	0.03	76	18/03/2019	13:51:26	0	0	33	30	0.0045993	1.6717E+016	2.9633E+015	8.5173E+022	1.3131E+022	1.4995E+019	2.693E+018	2.4616E+043	1.5222E+042	-0.062132	0.0057242	-0.03868	0.00392	108.8482
452	77.577764	13.8663281944444	1	0.03	82	18/03/2019	13:51:58	0	0	33	30	0.0090609	1.4003E+016	5837800000000000	4.3817E+022	2.5869E+022	1.804E+019	5.3054E+018	3.6543E+043	2.9988E+042	-0.064078	0.011277	-0.11682	0.0077227	52.69197
453	77.578141	13.8753848611111	1	0.03	28	18/03/2019	13:52:31	0	0	32	30	0.0020279	1747000000000000	1306600000000000	2.7634E+022	5.7897E+021	8.7053E+018	1.1874E+018	1.3936E+043	6.7115E+041	0.021146	0.0025239	-0.016474	0.0017284	217.0823
454	77.578518	13.8844415277778	1	0.03	34	18/03/2019	13:53:03	0	0	33	30	0.00092844	3274100000000000	598190000000000	2.3998E+022	2.6507E+021	1.1145E+019	5.4363E+017	1.378E+043	3.0728E+041	0.012105	0.0011555	-0.020626	0.00079132	247.3539
455	77.578895	13.89348375	1	0.03	40	18/03/2019	13:53:36	0	0	32	30	0.0010899	4605000000000000	702240000000000	2.3395E+022	3.1118E+021	1.3159E+019	6.3819E+017	1.3646E+043	3.6073E+041	0.0084778	0.0013565	-0.02134	0.00092897	329.3839
456	77.579272	13.9025259722222	1	0.03	46	18/03/2019	13:54:09	0	0	33	30	0.0019286	7254700000000000	1242600000000000	3.3088E+022	5.5062E+021	1.5121E+019	1.1292E+018	1.6019E+043	6.3829E+041	0.0063849	0.0024003	-0.025996	0.0016438	347.0157
457	77.579649	13.9115681944444	1	0.03	52	18/03/2019	13:54:41	0	0	32	30	0.0026626	9.6621E+015	1715500000000000	4.6528E+022	7.6017E+021	1.6469E+019	1.559E+018	1.9265E+043	8.8121E+041	0.0059571	0.0033138	-0.030783	0.0022693	414.8337
458	77.580025	13.9206104166667	1	0.03	58	18/03/2019	13:55:14	0	0	33	30	0.003057	1.2583E+016	1969600000000000	7.0312E+022	8.7278E+021	1.7294E+019	1.79E+018	2.4747E+043	1.0117E+042	0.0012845	0.0038047	-0.032661	0.0026055	507.3494
459	77.580402	13.9296526388889	1	0.03	64	18/03/2019	13:55:46	0	0	33	30	0.003132	1.7272E+016	2017900000000000	1.1694E+023	8.9418E+021	1.7739E+019	1.8339E+018	3.3056E+043	1.0366E+042	-0.0070932	0.003898	-0.031224	0.0026694	638.1479
460	77.580779	13.9386948611111	1	0.03	70	18/03/2019	13:56:19	0	0	32	30	0.0030031	3.3485E+016	1934900000000000	1.9401E+023	8.5739E+021	1.7777E+019	1.7584E+018	4.4194E+043	9.9391E+041	-0.014011	0.0037377	-0.028214	0.0025596	705.4486
461	77.581156	13.9477370833333	1	0.03	76	18/03/2019	13:56:51	0	0	33	30	0.004881	1.7863E+016	3144800000000000	8.8771E+022	1.3935E+022	1.659E+019	2.8579E+018	2.7492E+043	1.6154E+042	-0.056752	0.0060748	-0.044756	0.0041601	101.7199
462	77.581532	13.9567793055556	1	0.03	82	18/03/2019	13:57:24	0	0	32	30	0.0099335	1.692E+016	6400000000000000	4.7576E+022	2.836E+022	2.0738E+019	5.8163E+018	4.1618E+043	3.2876E+042	-0.054229	0.012363	-0.12842	0.0084664	48.84684
463	77.581909	13.9658215277778	1	0.03	28	18/03/2019	13:57:56	0	0	33	30	0.0019361	2170700000000000	1247400000000000	2.7749E+022	5.5276E+021	8.3023E+018	1.1336E+018	1.3034E+043	6.4077E+041	0.019836	0.0024096	-0.014271	0.0016501	220.5112
464	77.582286	13.97486375	1	0.03	34	18/03/2019	13:58:29	0	0	32	30	0.00071494	3911700000000000	460630000000000	2.3196E+022	2.0412E+021	1.159E+019	4.1862E+017	1.2092E+043	2.3662E+041	0.0089028	0.00088981	-0.017301	0.00060935	295.8685
465	77.582663	13.9839059722222	1	0.03	40	18/03/2019	13:59:02	0	0	33	30	0.0011519	5180600000000000	742140000000000	3.0056E+022	3.2886E+021	1.3542E+019	6.7445E+017	1.4389E+043	3.8122E+041	0.0074217	0.0014336	-0.022667	0.00098175	299.5288
466	77.58304	13.9929481944444	1	0.03	46	18/03/2019	13:59:34	0	0	32	30	0.0019699	6930600000000000	1269200000000000	3.676E+022	5.624E+021	1.4956E+019	1.1534E+018	1.6819E+043	6.5195E+041	0.0065831	0.0024517	-0.026977	0.0016789	345.5002
467	77.583416	14.0019904166667	1	0.03	52	18/03/2019	14:00:07	0	0	33	30	0.0026814	8894200000000000	1727600000000000	4.4166E+022	7.6553E+021	1.7061E+019	1.57E+018	1.9913E+043	8.8743E+041	0.0080772	0.0033372	-0.030692	0.0022854	419.4477
468	77.583794	14.0110470833333	1	0.03	58	18/03/2019	14:00:39	0	0	33	30	0.0031715	1.2226E+016	2043400000000000	6.9722E+022	9.0548E+021	1.7632E+019	1.857E+018	2.515E+043	1.0497E+042	0.0048966	0.0039473	-0.034498	0.0027031	487.0333
469	77.584171	14.02010375	1	0.03	64	18/03/2019	14:01:12	0	0	32	30	0.0031572	1.6955E+016	2034100000000000	1.1864E+023	9.0138E+021	1.8107E+019	1.8486E+018	3.3307E+043	1.0449E+042	-0.0082255	0.0039294	-0.03114	0.0026909	660.6845
470	77.584548	14.0291602777778	1	0.03	70	18/03/2019	14:01:44	0	0	33	30	0.003106	2.8879E+016	2.0012E+015	2.0175E+023	8.8677E+021	1.9015E+019	1.8186E+018	4.539E+043	1.028E+042	-0.015713	0.0038657	-0.02914	0.0026473	691.7825
471	77.584926	14.0382170833333	1	0.03	76	18/03/2019	14:02:17	0	0	32	30	0.0047547	1.6215E+016	3063400000000000	8.3548E+022	1.3575E+022	1.5896E+019	2.784E+018	2.6897E+043	1.5736E+042	-0.057722	0.0059176	-0.044451	0.0040524	108.9267
472	77.585302	14.0472593055556	1	0.03	82	18/03/2019	14:02:50	0	0	33	30	0.0095171	1.4388E+016	6131800000000000	4.4706E+022	2.7171E+022	2.1541E+019	5.5725E+018	4.051E+043	3.1498E+042	-0.065154	0.011845	-0.12345	0.0081115	49.91677
473	77.585679	14.0563015277778	1	0.03	28	18/03/2019	14:03:22	0	0	32	30	0.0017689	1249900000000000	1139700000000000	2.4866E+022	5.0502E+021	1.0303E+019	1.0357E+018	1.3165E+043	5.8543E+041	0.021101	0.0022015	-0.013201	0.0015076	252.4474
474	77.586056	14.06534375	1	0.03	34	18/03/2019	14:03:55	0	0	33	30	0.00072641	3107400000000000	468020000000000	2.6446E+022	2.0739E+021	1.2294E+019	4.2533E+017	1.2711E+043	2.4041E+041	0.0088587	0.00090409	-0.016852	0.00061913	285.0117
475	77.586433	14.0743859722222	1	0.03	40	18/03/2019	14:04:27	0	0	33	30	0.0011331	4986200000000000	730010000000000	2.8312E+022	3.2349E+021	1.3382E+019	6.6343E+017	1.5028E+043	3.75E+041	0.010819	0.0014102	-0.023252	0.00096571	303.1678
476	77.58681	14.0834281944444	1	0.03	46	18/03/2019	14:05:00	0	0	32	30	0.0019665	7285900000000000	1267000000000000	3.5661E+022	5.6145E+021	1.6055E+019	1.1515E+018	1.7009E+043	6.5085E+041	0.0080194	0.0024475	-0.026263	0.0016761	360.1227
477	77.587186	14.0924704166667	1	0.03	52	18/03/2019	14:05:32	0	0	33	30	0.0027772	9.8989E+015	1789300000000000	4.9428E+022	7.9288E+021	1.7427E+019	1.6261E+018	2.0299E+043	9.1913E+041	0.0062416	0.0034564	-0.031961	0.002367	393.6169
478	77.587563	14.1015126388889	1	0.03	58	18/03/2019	14:06:05	0	0	32	30	0.0032081	1.3281E+016	2066900000000000	7.3368E+022	9.1591E+021	1.8099E+019	1.8784E+018	2.5554E+043	1.0617E+042	0.0034105	0.0039928	-0.033906	0.0027343	516.2318
479	77.58794	14.1105548611111	1	0.03	64	18/03/2019	14:06:37	0	0	33	30	0.0033403	1.8454E+016	2152100000000000	1.2074E+023	9.5366E+021	1.8814E+019	1.9558E+018	3.4294E+043	1.1055E+042	-0.0064753	0.0041573	-0.033607	0.002847	605.7623
480	77.588317	14.1195972222222	1	0.03	70	18/03/2019	14:07:10	0	0	32	30	0.0032505	3.5666E+016	2.0942E+015	2.046E+023	9.2801E+021	1.9389E+019	1.9032E+018	4.6164E+043	1.0758E+042	-0.014946	0.0040455	-0.031323	0.0027704	666.9202
481	77.588693	14.1286395833333	1	0.03	76	18/03/2019	14:07:43	0	0	33	30	0.0052382	1.9189E+016	3374900000000000	9.0778E+022	1.4955E+022	1.7905E+019	3.0671E+018	2.8717E+043	1.7336E+042	-0.056571	0.0065194	-0.051762	0.0044645	94.69865
482	77.58907	14.1376818055556	1	0.03	82	18/03/2019	14:08:15	0	0	32	30	0.010621	1.8006E+016	6842800000000000	4.4844E+022	3.0322E+022	2.2576E+019	6.2187E+018	4.6737E+043	3.515E+042	-0.052513	0.013219	-0.1436	0.0090522	44.56891
483	77.589447	14.1467240277778	1	0.03	28	18/03/2019	14:08:48	0	0	33	30	0.0022848	1760700000000000	1472100000000000	2.9928E+022	6.5231E+021	8.7433E+018	1.3378E+018	1.499E+043	7.5617E+041	0.024226	0.0028436	-0.016324	0.0019473	199.2694
484	77.589824	14.15576625	1	0.03	34	18/03/2019	14:09:20	0	0	33	30	0.0010735	3626800000000000	691630000000000	2.7507E+022	3.0648E+021	1.2367E+019	6.2855E+017	1.5435E+043	3.5528E+041	0.014911	0.001336	-0.021883	0.00091494	228.889
485	77.590201	14.1648229166667	1	0.03	40	18/03/2019	14:09:53	0	0	32	30	0.0011448	6033800000000000	737570000000000	3.7159E+022	3.2684E+021	1.4368E+019	6.703E+017	1.6367E+043	3.7888E+041	0.0099217	0.0014248	-0.02389	0.00097571	280.106
486	77.590578	14.1738795833333	1	0.03	46	18/03/2019	14:10:25	0	0	33	30	0.0020151	8138500000000001	1298300000000000	4.0391E+022	5.7531E+021	1.6343E+019	1.1799E+018	1.8346E+043	6.6691E+041	0.011305	0.002508	-0.029211	0.0017175	319.8626
487	77.590955	14.1829218055556	1	0.03	52	18/03/2019	14:10:58	0	0	32	30	0.0027503	1.0386E+016	1772000000000000	5.4368E+022	7.8521E+021	1.8196E+019	1.6104E+018	2.0678E+043	9.1024E+041	0.0045478	0.003423	-0.030657	0.0023441	424.6422
488	77.591332	14.1919640277778	1	0.03	58	18/03/2019	14:11:31	0	0	33	30	0.0032744	1.3686E+016	2.1097E+015	7.8047E+022	9.3485E+021	1.9115E+019	1.9172E+018	2.5882E+043	1.0837E+042	0.0020542	0.0040753	-0.033758	0.0027908	505.9258
489	77.591709	14.20100625	1	0.03	64	18/03/2019	14:12:03	0	0	32	30	0.0034321	1.8553E+016	2.2112E+015	1.2319E+023	9.7986E+021	1.958E+019	2.0096E+018	3.4034E+043	1.1359E+042	-0.0058571	0.0042715	-0.033515	0.0029252	640.9693
490	77.592085	14.2100484722222	1	0.03	70	18/03/2019	14:12:36	0	0	33	30	0.003382	2.9937E+016	2.179E+015	2.0521E+023	9.6555E+021	2.0374E+019	1.9802E+018	4.6369E+043	1.1193E+042	-0.016072	0.0042092	-0.031668	0.0028825	660.9781
491	77.592456	14.2189518055556	1	0.03	76	18/03/2019	14:13:08	0	0	32	30	0.0052164	1.8002E+016	3360900000000000	8.7354E+022	1.4893E+022	1.994E+019	3.0543E+018	2.8626E+043	1.7264E+042	-0.0593	0.0064923	-0.048729	0.004446	101.6242
492	77.592833	14.2279940277778	1	0.03	82	18/03/2019	14:13:40	0	0	33	30	0.010063	1.9046E+016	6483700000000000	4.9108E+022	2.8731E+022	2.2432E+019	5.8923E+018	4.3913E+043	3.3305E+042	-0.054802	0.012525	-0.13201	0.008577	46.57296
